Mã trường,Mã ngành,Tên ngành,Tổ hợp môn năm 2019,Tổ hợp môn năm 2020,Tổ hợp môn năm 2021,Tổ hợp môn năm 2022,Tổ hợp môn năm 2023,Tổ hợp môn năm 2024,Tổ hợp môn năm 2025,Điểm chuẩn năm 2019,Điểm chuẩn năm 2020,Điểm chuẩn năm 2021,Điểm chuẩn năm 2022,Điểm chuẩn năm 2023,Điểm chuẩn năm 2024,Điểm chuẩn năm 2025
DCH,7860207,Chỉ huy tham mưu đặc công,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;D01,19.9,24.15,23.9,24.0,18.05,22.45,22.5
DCL,7220101,Tiếng Việt và văn hoá Việt Nam,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,C00;D01;D14;D15,A01;A03;C00;C01;C03;C04;D01;D14;D15,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7220201,Ngôn ngữ Anh,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D14;D15,A01;D01;D07;D08;D09;D10;D147;D15;X78,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7310608,Đông phương học,A01;C00;D01;D14,A01;C00;D01;D14,A01;C00;D14;D01,A01;C00;D01;D14,A01;C00;D01;D14,A01;C00;D01;D14,A01;A03;C00;C01;C03;C04;D01;D14;D15,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7340101,Quản trị kinh doanh,A00;A01;C04;D01,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;C03;C04;D01;A03;X02;X17;X21,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7340121,Kinh doanh thương mại,A00;A01;C04;D01,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;C03;C04;D01;A03;X02;X17;X21,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7340201,Tài chính - Ngân hàng,A00;A01;C04;D01,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;A03;C04;D01;X02;X05;X08;X26,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7340301,Kế toán,A00;A01;C04;D01,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;D01;C04,A00;A01;A03;C04;D01;X02;X05;X08;X26,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7380107,Luật kinh tế,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;D01,A00;A01;C00;C03;C07;D01;X02;X17;X21,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7480201,Công nghệ thông tin,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07;C01;X02;X04;X06;X26,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7510102,Công nghệ kỹ thuật công trình xây dựng,A00;A01;C01;D01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;A03;C01;D01;X06;X07;X08;X56,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7510201,Công nghệ kỹ thuật cơ khí,A00;A01;C01;D01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;A03;C01;D01;X06;X07;X08;X56,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;C01;D01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;A03;C01;D01;X06;X07;X08;X56,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7540101,Công nghệ thực phẩm,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;B00;C01,A00;A01;A02;A10;B00;C01;D01;D07;X11,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7580205,Kỹ thuật xây dựng công trình giao thông,A00;A01;C01;D01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;D01;C01,A00;A01;A03;C01;D01;X06;X07;X08;X56,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7620109,Nông học,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;A02;B00;B03;B08;D01;X12;X16,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7620112,Bảo vệ thực vật,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;B00;B03,A00;A01;A02;B00;B03;B08;D01;X12;X16,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCL,7720301,Điều dưỡng,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,A02;B00;B03;D08,A00;A01;A02;B00;B03;C01;C08;D07;B08,18.0,19.0,19.0,19.0,19.0,19.0,17.0
DCL,7720601,Kỹ thuật xét nghiệm y học,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;B00;B03;D07,A00;A01;A02;B00;B03;C01;C08;D07;B08,18.0,19.0,19.0,19.0,19.0,19.0,17.0
DCL,7760101,Công tác xã hội,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A01;C00;C01;D01,A00;A03;A04;A05;C00;C01;D01;D14;D15,14.0,15.0,15.0,15.0,15.0,15.0,15.0
DCN,7210404,Thiết kế thời trang,A00;A01;D01;D14,A00;A01;D01,A00;A01;D01;D14,A00;A01;D01;D14,A00;A01;D01;D14,A00;A01;D01;D14,D01;D14,20.35,22.8,24.55,24.2,23.84,23.56,20.75
DCN,7220201,Ngôn ngữ Anh,D01,D01,D01,D01,D01,D01,D01,21.05,22.73,25.89,24.09,24.3,24.68,21.35
DCN,7220204,Ngôn ngữ Trung Quốc,D01;D04,D01;D04,D01;D04,D01;D04,D01;D04,D01;D04,D01;D04,21.5,23.29,26.19,24.73,24.86,25.58,23.0
DCN,7220210,Ngôn ngữ Hàn Quốc,D01,D01,D01;DD2,D01;DD2,D01;DD2,DD2;D01,D01;DD2,21.23,23.44,26.45,24.55,24.92,24.86,21.5
DCN,7310104,Kinh tế đầu tư,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,18.95,22.6,25.05,24.5,24.45,24.64,21.25
DCN,7340101,Quản trị kinh doanh,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,20.5,23.55,25.3,24.55,24.21,24.31,20.25
DCN,7340115,Marketing,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,21.65,24.9,26.1,25.6,25.24,25.33,22.5
DCN,7340201,Tài chính - Ngân hàng,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,20.2,23.45,25.45,24.7,24.4,24.74,20.75
DCN,7340301,Kế toán,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,20.0,22.75,24.75,23.95,23.8,24.01,20.0
DCN,7340302,Kiểm toán,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,19.3,22.3,25.0,24.3,24.03,24.45,20.0
DCN,7340404,Quản trị nhân lực,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,20.65,24.2,25.65,24.95,24.59,24.8,21.25
DCN,7340406,Quản trị văn phòng,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X25,19.3,22.2,24.5,24.0,23.09,24.01,20.0
DCN,7480101,Khoa học máy tính,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,21.15,24.7,25.65,25.65,25.05,25.32,23.72
DCN,7480102,Mạng máy tính và truyền thông dữ liệu,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,19.65,23.1,25.05,24.65,24.17,24.35,21.7
DCN,7480103,Kỹ thuật phần mềm,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,21.05,24.3,25.4,25.35,24.54,24.68,21.75
DCN,7480104,Hệ thống thông tin,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,20.2,23.5,25.25,25.15,24.31,24.44,21.1
DCN,7480108,Công nghệ kỹ thuật máy tính,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,20.5,24.0,25.1,24.7,24.3,24.55,21.85
DCN,7480201,Công nghệ thông tin,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,22.8,25.6,26.05,26.15,25.19,25.22,23.09
DCN,7510201,Công nghệ kỹ thuật cơ khí,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,20.85,23.9,24.35,23.25,23.42,24.35,23.72
DCN,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,22.35,25.3,25.35,24.95,24.63,25.41,25.17
DCN,7510205,Công nghệ kỹ thuật ô tô,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,22.1,25.1,25.25,24.7,24.26,24.82,22.5
DCN,7510206,Công nghệ kỹ thuật nhiệt,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,19.15,22.45,23.9,20.0,22.15,23.57,21.85
DCN,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,20.9,24.1,24.6,23.55,23.81,24.51,23.93
DCN,7510302,Công nghệ kỹ thuật điện tử - viễn thông,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,19.75,23.2,24.25,23.05,23.65,24.4,22.75
DCN,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,23.1,26.0,26.0,25.85,25.47,26.05,26.27
DCN,7510401,Công nghệ kỹ thuật hóa học,A00;B00;D07,A00;B00;D07,A00;B00;D01;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;C02;D07,16.95,18.0,22.05,19.95,20.35,19.0,20.25
DCN,7510406,Công nghệ kỹ thuật môi trường,A00;B00;D07,A00;B00;D07,A00;B00;D01;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;C02;D07,16.0,18.05,20.8,18.65,19.0,19.0,18.75
DCN,7520118,Kỹ thuật hệ thống công nghiệp,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01,A00;A01;X06;X07,17.85,21.95,23.8,21.25,22.65,23.61,21.75
DCN,7540101,Công nghệ thực phẩm,A00;B00;D07,A00;B00;D07,A00;B00;D01;D07,A00;B00;D07,A00;B00;D07,A00;B00;D07,A00;B00;C02;D07,19.05,21.05,23.75,23.75,23.51,22.65,20.6
DCN,7540203,"Công nghệ vật liệu dệt, may",A00;A01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X27,16.2,18.5,22.15,22.15,20.1,20.9,18.25
DCN,7540204,"Công nghệ dệt, may",A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;X27,20.75,22.8,24.0,22.45,21.8,21.9,18.0
DCN,7810101,Du lịch,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D01;D14,C00;D01;D14,D01;D14;D15,D01;D14;D15,22.25,24.25,24.75,25.75,24.2,22.4,21.85
DCN,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;A01;D01,A01;D01;D14,A01;D01;D14,D01;D14;D15,20.2,23.0,24.3,23.45,23.62,23.77,22.25
DCN,7810201,Quản trị khách sạn,A00;A01;D01,A00;A01;D01,A00;A01;D01,A00;D01;D14,A01;D01;D14,A01;D01;D14,D01;D14;D15,20.85,23.75,24.75,22.45,23.56,23.56,21.75
DCQ,7220201,Ngôn ngữ Anh,D01;D07;D11;D14,D07;D11;D01;D14,D07;D11;D01;D14,D07;D11;D01;D14,D07;D11;D01;D14,D01;D10;D14;D15,D01;D10;D14;D15,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7310205,Quản lý nhà nước,A00;D01;D11;D14,A00;D11;D01;D14,A00;D11;D01;D14,C00;D11;D01;D14,A00;D11;D01;D14,C00;D01;D14;D15,C00;D01;D14;D15,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7340101,Quản trị kinh doanh,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,X25;X02;D01;X53,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7340116,Bất động sản,A00;A01;C00;D01,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,X25;X02;D01;C00,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7340201,Tài chính - Ngân hàng,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,X25;X02;D01;X53,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7340301,Kế toán,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,X25;X02;D01;X53,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7380107,Luật kinh tế,A00;A01;C00;D01,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,A00;C00;D01;D14,X25;C00;D01;D14,15.0,15.0,15.0,15.0,15.0,16.0,18.0
DCQ,7480103,Kỹ thuật phần mềm,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;X02;X26;X18,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7480201,Công nghệ thông tin,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;X02;X26;X18,14.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7510205,Công nghệ kỹ thuật ô tô,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;X04;X07,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7510605,Logistics và Quản lý chuỗi cung ứng,A00;A01;C00;D01,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;X22,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCQ,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;C00;D01,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,A00;A01;D01;C00,C00;D01;D14;D15,C00;D01;D14;D15,15.0,15.0,15.0,15.0,15.0,16.0,16.0
DCT,7220201,Ngôn ngữ Anh,A01;D01;D09;D10,A01;D01;D09;D10,A01;D01;D09;D10,A01;D01;D09;D10,A01;D01;D09;D10,A01;D01;D09;D10,A01;D01;D09;D10,19.75,22.0,23.5,23.5,21.0,23.0,23.75
DCT,7340101,Quản trị kinh doanh,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;C01;D01,19.0,22.0,23.75,23.0,21.0,23.0,23.0
DCT,7340120,Kinh doanh quốc tế,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;C01;D01,18.0,20.0,23.5,23.5,21.5,23.25,23.5
DCT,7340201,Tài chính - Ngân hàng,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;C01;D01,18.0,20.0,22.75,23.5,20.5,23.0,23.5
DCT,7340301,Kế toán,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;C01;D01,18.0,20.0,22.75,23.5,20.0,22.5,22.5
DCT,7380107,Luật kinh tế,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D15,A00;A01;D01;D15,C00;C03;C14;D01,17.05,19.0,21.5,23.0,19.0,22.75,24.0
DCT,7420201,Công nghệ sinh học,A00;A01;D07;B00,A00;A01;B00;D07,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;B00;B08;D07,16.05,16.5,16.5,21.0,16.0,17.75,18.5
DCT,7480201,Công nghệ thông tin,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;C01;D01;X26,16.5,19.0,22.5,23.5,21.0,23.0,23.25
DCT,7480202,An toàn thông tin,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;C01;D01;X26,15.05,15.0,16.0,22.25,16.5,20.0,22.0
DCT,7510202,Công nghệ chế tạo máy,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;D01,16.0,16.0,16.0,17.25,16.0,18.0,21.25
DCT,7510203,Công nghệ kỹ thuật cơ điện tử,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;D01,16.0,16.0,16.0,21.0,16.0,18.5,22.0
DCT,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;D01,16.0,16.0,17.0,21.0,16.0,18.0,21.5
DCT,7510303,Công nghệ kỹ thuật điều khiển và tự động hóa,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;D01,16.0,16.0,17.0,21.0,16.5,18.75,22.25
DCT,7510401,Công nghệ kỹ thuật hóa học,A00;A01;D07;B00,A00;A01;B00;D07,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,B00;B08;A00;D07,16.1,16.0,16.0,17.25,16.0,17.0,18.0
DCT,7510406,Công nghệ kỹ thuật môi trường,A00;A01;D07;B00,A00;A01;B00;D07,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;B00;D07,16.05,17.0,16.0,16.0,16.0,17.0,17.0
DCT,7540101,Công nghệ thực phẩm,A00;A01;D07;B00,A00;A01;B00;D07,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;B00;B08;D07,20.25,22.5,24.0,22.5,21.0,23.0,23.0
DCT,7540105,Công nghệ chế biến thủy sản,A00;A01;D07;B00,A00;A01;B00;D07,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;B00;B08;D07,15.0,15.0,16.0,16.0,16.0,17.0,17.0
DCT,7540204,"Công nghệ dệt, may",A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;D01,16.5,17.0,17.0,19.75,16.0,17.0,17.0
DCT,7810103,Quản trị dịch vụ du lịch và lữ hành,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D15,A00;A01;D01;D15,C00;C03;D01;D15,18.0,19.0,22.5,23.0,18.0,21.0,24.0
DCT,7810202,Quản trị nhà hàng và dịch vụ ăn uống,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D10,A00;A01;D01;D15,A00;A01;D01;D15,D01;C03;D15;C00,20.0,22.0,22.5,22.5,18.0,21.0,23.5
DCT,7850101,Quản lý tài nguyên và môi trường,A00;A01;D07;B00,A00;A01;B00;D07,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;D07;B00,A00;A01;B00;D07,16.0,17.0,16.0,16.0,16.0,17.0,17.0
DCV,7340301,Kế toán,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;C02;D01;D07;X02;X03,13.75,15.0,16.1,15.0,15.0,20.0,25.5
DCV,7480201,Công nghệ thông tin,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;C02;D01;D07;X02;X03,13.6,15.0,15.5,15.0,15.0,20.0,15.0
DCV,7510301,"Công nghệ kỹ thuật điện, điện tử",A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;D01;D07,A00;A01;C01;C02;D01;D07;X02;X03,13.5,15.0,15.2,15.0,15.0,20.0,15.0
DCV,7810201,Quản trị khách sạn,A00;C00;D01;D15,A00;D01;C00;D15,A00;D01;C00;D15,A00;D01;C00;D15,A00;D01;C00;D15,A00;D01;C00;D15,A00;C00;C03;C20;D01;D10;D15;X01,13.75,15.0,16.0,15.0,15.0,25.0,28.5
DDF,7140231,Sư phạm Tiếng Anh,D01,D01,D01,D01,D01,D01,A01;D01;D09;D14,23.63,26.4,27.45,26.34,27.17,27.24,27.1
DDF,7140233,Sư phạm tiếng Pháp,D01;D03;D78;D96,D01;D03;D78;D96,D01;D03;D10;D15,D01;D03;D96;D78,,D01;D03;D96;D78,D01;D03;D09;D10;D14;D15,16.54,17.72,21.0,21.68,,23.07,21.45
DDF,7140233_D01,Sư phạm tiếng Pháp,,,,,D01,,,,,,,22.0,,
DDF,7140233_D03,Sư phạm tiếng Pháp,,,,,D03,,,,,,,21.79,,
DDF,7140233_D78,Sư phạm tiếng Pháp,,,,,D78,,,,,,,22.0,,
DDF,7140233_D96,Sư phạm tiếng Pháp,,,,,D96,,,,,,,22.0,,
DDF,7140234,Sư phạm Tiếng Trung Quốc,D01;D04;D78;D96,D01;D04;D78;D96,D01;D03;D10;D15,D01;D04;D96;D78,,D01;D04;D96;D78,D01;D04;D09;D10;D14;D15,22.54,24.15,25.6,23.73,,26.09,27.25
DDF,7140234_D01,Sư phạm Tiếng Trung Quốc,,,,,D01,,,,,,,24.98,,
DDF,7140234_D04,Sư phạm Tiếng Trung Quốc,,,,,D04,,,,,,,24.48,,
DDF,7140234_D78,Sư phạm Tiếng Trung Quốc,,,,,D78,,,,,,,24.98,,
DDF,7140234_D96,Sư phạm Tiếng Trung Quốc,,,,,D96,,,,,,,24.98,,
DDF,7220201,Ngôn ngữ Anh,D01,D01,D01;A01;D10;D15,D01;A01;D96;D78,D01;A01;D96;D78,D01;A01;D96;D78,A01;D01;D07;D09;D10;D14,22.33,23.64,25.58,22.74,23.22,23.58,20.35
DDF,7220202,Ngôn ngữ Nga,D01;D02;D78;D96,D01;D02;D78;D96,D01;D02;D10;D14,D01;D02;D96;D78,,D01;D02;D96;D78,D01;D02;D09;D10;D14;D15,18.13,15.03,18.58,15.1,,18.38,17.25
DDF,7220202_D01,Ngôn ngữ Nga,,,,,D01,,,,,,,15.54,,
DDF,7220202_D02,Ngôn ngữ Nga,,,,,D02,,,,,,,15.04,,
DDF,7220202_D78,Ngôn ngữ Nga,,,,,D78,,,,,,,15.54,,
DDF,7220202_D96,Ngôn ngữ Nga,,,,,D96,,,,,,,15.54,,
DDF,7220203,Ngôn ngữ Pháp,D01;D03;D78;D96,D01;D03;D78;D96,D01;D03;D10;D15,D01;D03;D96;D78,,D01;D03;D96;D78,D01;D03;D09;D10;D14;D15,19.28,20.05,22.34,15.44,,21.09,18.3
DDF,7220203_D01,Ngôn ngữ Pháp,,,,,D01,,,,,,,21.08,,
DDF,7220203_D03,Ngôn ngữ Pháp,,,,,D03,,,,,,,20.58,,
DDF,7220203_D78,Ngôn ngữ Pháp,,,,,D78,,,,,,,21.08,,
DDF,7220203_D96,Ngôn ngữ Pháp,,,,,D96,,,,,,,21.08,,
DDF,7220204,Ngôn ngữ Trung Quốc,D01;D04;D78;D83,D01;D04;D78;D83,D01;D04;D45;D15,D01;D04;D83;D78,,D01;D04;D83;D78,D01;D04;D14;D15;D45;D65,23.34,24.53,25.83,24.43,,25.11,23.65
DDF,7220204_D01,Ngôn ngữ Trung Quốc,,,,,D01,,,,,,,25.28,,
DDF,7220204_D04,Ngôn ngữ Trung Quốc,,,,,D04,,,,,,,24.78,,
DDF,7220204_D78,Ngôn ngữ Trung Quốc,,,,,D78,,,,,,,25.28,,
DDF,7220204_D83,Ngôn ngữ Trung Quốc,,,,,D83,,,,,,,24.78,,
DDF,7220209,Ngôn ngữ Nhật,D01;D06,D01;D06,D01;D06;D10,D01;D06,D06,D01;D06,D01;D06;D09;D10;D14;D15,22.86,24.03,25.5,21.61,23.13,22.6,20.35
DDF,7220210,Ngôn ngữ Hàn Quốc,D01;D78;D96,D01;D78;D96,D01;DD2;D10;D14,D01;DD2;D96;D78,D01;DD2;D96;D78,D01;Đ2;D96;D78,D01;D09;D10;D14;D15;DD2,23.58,25.41,26.55,23.59,25.14,25.07,21.65
DDF,7220214,Ngôn ngữ Thái Lan,D01;D15;D78;D96,D01;D15;D78;D96,D01;D15;D10;D14,D01;D15;D96;D78,D01;D15;D96;D78,D01;D15;D96;D78,D01;D09;D10;D14;D15,20.3,22.41,22.51,22.19,22.43,22.09,19.3
